env_name,model_type,max_depth,is_reweight,avg_reward,avg_time,turbulence,wind
LunarLander-v2,linear_tree_logistic,4,True,76.5263830828358,49.0894734376755,2,15
LunarLander-v2,linear_tree_logistic,6,False,42.6328514861743,47.9200345462609,2,15
LunarLander-v2,linear_tree_logistic,6,True,102.813111613682,48.8683216017921,2,15
LunarLander-v2,linear_tree_logistic,8,False,43.2908946654408,46.7893260622991,2,15
LunarLander-v2,linear_tree_logistic,8,True,63.2855591913405,55.7320325430466,2,15
LunarLander-v2,linear_tree_ridge,1,False,116.657845595175,37.7629950796626,2,15
LunarLander-v2,linear_tree_ridge,1,True,64.9985836874423,38.5161034860903,2,15
LunarLander-v2,linear_tree_ridge,2,False,32.9345281897776,50.0512950623711,2,15
LunarLander-v2,linear_tree_ridge,2,True,66.1142586693611,50.0100578209777,2,15
LunarLander-v2,linear_tree_ridge,4,False,77.4596465784402,71.7860124947571,2,15
LunarLander-v2,linear_tree_ridge,4,True,67.4589443187952,70.3716471538091,2,15
LunarLander-v2,linear_tree_ridge,6,False,41.8525874441536,78.8736965041798,2,15
LunarLander-v2,linear_tree_ridge,6,True,-29.2243095532024,72.0220557632622,2,15
LunarLander-v2,linear_tree_ridge,8,False,0.822512754446147,80.1867145059321,2,15
LunarLander-v2,linear_tree_ridge,8,True,97.3777813758395,78.7948202062146,2,15
LunarLander-v2,DDQN,,,46.3659425965084,46.3674631916557,2,20
LunarLander-v2,decision_tree,1,False,-127.891536062759,30.6811233486544,2,20
LunarLander-v2,decision_tree,1,True,-157.535961370794,30.3927405834041,2,20
LunarLander-v2,decision_tree,2,False,-86.4565367259293,30.1212277758239,2,20
LunarLander-v2,decision_tree,2,True,-115.980245697169,30.0830064852185,2,20
LunarLander-v2,decision_tree,4,False,-143.428258122954,30.2082208614954,2,20
LunarLander-v2,decision_tree,4,True,-102.594529798843,29.9377405342941,2,20
LunarLander-v2,decision_tree,6,False,-121.65574111663,30.1530713812042,2,20
LunarLander-v2,decision_tree,6,True,-152.73144846261,29.7583389760748,2,20
LunarLander-v2,decision_tree,8,False,-85.3955457062574,30.3404760123189,2,20
LunarLander-v2,decision_tree,8,True,-56.284697628049,29.8108090286544,2,20
LunarLander-v2,linear_tree_logistic,1,False,65.144344165498,14.5536525262639,2,20
LunarLander-v2,linear_tree_logistic,1,True,-24.2485982463276,14.4891658772728,2,20
LunarLander-v2,linear_tree_logistic,2,False,-30.033610715827,25.6396125042875,2,20
LunarLander-v2,linear_tree_logistic,2,True,9.04678989944129,25.7428110538567,2,20
LunarLander-v2,linear_tree_logistic,4,False,-33.8726171870642,53.1035274648044,2,20
LunarLander-v2,linear_tree_logistic,4,True,2.44807085122227,46.9159794500748,2,20
LunarLander-v2,linear_tree_logistic,6,False,-75.6378039090543,45.874786875498,2,20
LunarLander-v2,linear_tree_logistic,6,True,-15.2394388307765,46.2559968989501,2,20
LunarLander-v2,linear_tree_logistic,8,False,-5.73000552091042,45.3006399197593,2,20
LunarLander-v2,linear_tree_logistic,8,True,7.97800752391105,53.7684061741674,2,20
LunarLander-v2,linear_tree_ridge,1,False,48.744844939007,36.8629992289365,2,20
LunarLander-v2,linear_tree_ridge,1,True,35.2444723086113,37.1184503322749,2,20
LunarLander-v2,linear_tree_ridge,2,False,4.31074644494039,49.0201999596539,2,20
LunarLander-v2,linear_tree_ridge,2,True,14.8225912100869,48.6887143425327,2,20
LunarLander-v2,linear_tree_ridge,4,False,-29.4033587935869,70.5160175654912,2,20
LunarLander-v2,linear_tree_ridge,4,True,44.6198709536966,69.8361350400245,2,20
LunarLander-v2,linear_tree_ridge,6,False,-75.1339057659155,77.5822280924204,2,20
LunarLander-v2,linear_tree_ridge,6,True,-37.4449910706593,70.5402417326697,2,20
LunarLander-v2,linear_tree_ridge,8,False,-53.9066901604552,77.8780620331735,2,20
LunarLander-v2,linear_tree_ridge,8,True,18.2311251971559,76.4925515226448,2,20
LunarLander-v2,DDQN,,,0.815548187336849,45.1971218750938,2,25
LunarLander-v2,decision_tree,1,False,-139.84373752331,30.3354422953498,2,25
LunarLander-v2,decision_tree,1,True,-172.623261432128,30.377943478512,2,25
LunarLander-v2,decision_tree,2,False,-99.3704505201958,29.885160734218,2,25
LunarLander-v2,decision_tree,2,True,-157.309617227769,29.7912042966734,2,25
LunarLander-v2,decision_tree,4,False,-157.752224394421,29.930080062292,2,25
LunarLander-v2,decision_tree,4,True,-133.904327031214,29.8961784768563,2,25
LunarLander-v2,decision_tree,6,False,-149.240129106533,29.9996230920729,2,25
LunarLander-v2,decision_tree,6,True,-180.682976221168,29.7809039442886,2,25
LunarLander-v2,decision_tree,8,False,-75.7776492874569,30.1423649765956,2,25
LunarLander-v2,decision_tree,8,True,-80.3045387209322,30.0338675174277,2,25
LunarLander-v2,linear_tree_logistic,1,False,-21.3863822090931,14.5947992586519,2,25
LunarLander-v2,linear_tree_logistic,1,True,-65.2705593815665,14.4499164848802,2,25
LunarLander-v2,linear_tree_logistic,2,False,-62.4746260096053,25.7977516345567,2,25
LunarLander-v2,linear_tree_logistic,2,True,-69.8692526075144,25.6848306544702,2,25
LunarLander-v2,linear_tree_logistic,4,False,-65.5890183756693,53.4774033248516,2,25
LunarLander-v2,linear_tree_logistic,4,True,-71.2843129984304,46.8011948082741,2,25
LunarLander-v2,linear_tree_logistic,6,False,-16.388297679277,45.8611305491184,2,25
LunarLander-v2,linear_tree_logistic,6,True,-54.9458723389479,46.7681187881101,2,25
LunarLander-v2,linear_tree_logistic,8,False,-47.5132775236547,46.2396245264759,2,25
LunarLander-v2,linear_tree_logistic,8,True,6.9934194149045,54.8853217802416,2,25
LunarLander-v2,linear_tree_ridge,1,False,58.3475515939786,37.7322514524676,2,25
LunarLander-v2,linear_tree_ridge,1,True,-53.4766718721053,37.8791466840276,2,25
LunarLander-v2,linear_tree_ridge,2,False,-45.3681520703133,48.9513814864848,2,25
LunarLander-v2,linear_tree_ridge,2,True,-4.29309368825577,48.7540554079809,2,25
LunarLander-v2,linear_tree_ridge,4,False,0.530736002419716,70.0501129461858,2,25
LunarLander-v2,linear_tree_ridge,4,True,53.2817546429637,70.5967010871742,2,25
LunarLander-v2,linear_tree_ridge,6,False,-108.402036958219,78.3601948044598,2,25
LunarLander-v2,linear_tree_ridge,6,True,-44.0140714077344,70.9402387854295,2,25
LunarLander-v2,linear_tree_ridge,8,False,-44.6864060752542,77.5761347498864,2,25
LunarLander-v2,linear_tree_ridge,8,True,-32.467761851456,76.8677891480423,2,25
